,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,connection_type_id,connection_type_id_1,connection_type_id_2,connection_type_id_3,connection_type_id_4,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,end_form_id_1,end_form_id_2,end_form_id_3,end_form_id_4,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,length,length_1,length_2,length_3,length_4,material,mj_class_code,mj_plug_class_code,nominal_size_1,nominal_size_2,nominal_size_3,nominal_size_4,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,thread_pitch,thread_pitch_1,thread_pitch_2,thread_pitch_3,thread_pitch_4,thread_size,thread_size_1,thread_size_2,thread_size_3,thread_size_4,type,unique_feature,weight
118,,,,,,,threaded,C-1641,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,31.75,,,,,,,,,,,,,19.05,,,No,,33.7,,,,,,,,12.0,,,,,1.187,,,,,No,0.149
119,,,,,,,threaded,C-1642,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,38.1,,,,,,,,,,,,,25.4,,,No,,38.6,,,,,,,,12.0,,,,,1.437,,,,,No,0.225
120,,,,,,,threaded,C-1643,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,44.45,,,,,,,,,,,,,31.75,,,No,,38.6,,,,,,,,12.0,,,,,1.687,,,,,No,0.06
121,,,,,,,threaded,C-1644,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,34.92,,,,,,,,,,,,,22.22,,,No,,35.2,,,,,,,,12.0,,,,,1.187,,,,,No,0.16
122,,,,,,,threaded,C-1645,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,28.58,,,,,,,,,,,,,9.52,,,No,,22.0,,,,,,,,18.0,,,,,0.562,,,,,No,0.02
123,,,,,,,threaded,C-1646,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,19.05,,,,,,,,,,,,,12.7,,,No,,23.1,,,,,,,,16.0,,,,,0.687,,,,,No,0.04
124,,,,,,,threaded,C-1647,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,22.22,,,,,,,,,,,,,15.88,,,No,,24.7,,,,,,,,16.0,,,,,0.812,,,,,No,0.05
125,,,,,,,threaded,C-1648,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,26.99,,,,,,,,,,,,,19.05,,,No,,31.4,,,,,,,,14.0,,,,,1.0,,,,,No,0.097
126,,,,,,,threaded,C-1649,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,38.1,,,,,,,,,,,,,25.4,,,No,,35.2,,,,,,,,12.0,,,,,1.187,,,,,No,0.22
127,,,,,,,threaded,C-1650,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,44.45,,,,,,,,,,,,,31.75,,,No,,38.6,,,,,,,,12.0,,,,,1.437,,,,,No,0.05
128,90.0,,,,,,threaded,C-1700,CP-015,,,B-002,,,,,,,,A-003,A-005,,,,,,,,,,,,,36.0,42.0,,,,,,27.2,,,,Yes,,,,,,,,,,,12.0,,,,,1.187,,,,No,0.42
129,,,,,,,threaded,C-1701,CP-014,,B-002,,,,,,,,,A-005,A-003,,,,,,,,26.99,,,,,,,,,,,,,21.7,,,No,,51.0,,,,,,,,14.0,,,,,1.0,,,,,No,0.219
130,90.0,,,,,,threaded,C-1702,CP-015,,,B-002,,,,,,,,A-003,A-005,,,,,,,,,,,,,34.0,40.0,,,,,,21.7,,,,Yes,,,,,,,,,,,14.0,,,,,1.0,,,,No,0.389
131,,,,,,,threaded,C-1704,CP-014,,B-002,,,,,,,,,A-005,A-003,,,,,,,,31.75,,,,,,,,,,,,,21.7,,,No,,52.0,,,,,,,,12.0,,,,,1.187,,,,,No,0.212
132,,,,,,,threaded,C-1710,CP-014,,B-001,,,,,,,,,A-006,A-004,,,,,,,,31.75,,,,,,,,,,,,,19.05,,,No,,53.1,,,,,,,,12.0,,,,,1.062,,,,,No,0.109
133,,,,,,,threaded,C-1714,CP-014,,B-001,,,,,,,,,A-005,A-004,,,,,,,,31.75,,,,,,,,,,,,,19.05,,,No,,42.0,,,,,,,,12.0,,,,,1.062,,,,,No,0.136
134,,,,,,,threaded,C-1715,CP-014,,B-001,,,,,,,,,A-005,A-004,,,,,,,,25.4,,,,,,,,,,,,,15.88,,,No,,36.8,,,,,,,,14.0,,,,,0.875,,,,,No,0.059
135,,,,,,,threaded,C-1716,CP-014,,B-001,,,,,,,,,A-001,A-004,,,,,,,,22.22,,,,,,,,,,,,,15.88,,,No,,28.4,,,,,,,,14.0,,,,,0.875,,,,,No,0.091
136,,,,,,,threaded,C-1718,CP-014,,B-001,,,,,,,,,A-001,A-004,,,,,,,,34.92,,,,,,,,,,,,,25.4,,,No,,37.1,,,,,,,,12.0,,,,,1.062,,,,,No,0.136
137,,,,,,,threaded,C-1722,CP-014,,B-001,,,,,,,,,A-001,A-004,,,,,,,,22.22,,,,,,,,,,,,,16.0,,,No,,26.5,,,,,,,,16.0,,,,,0.75,,,,,No,0.045
138,,,,,,,threaded,C-1723,CP-014,,B-001,,,,,,,,,A-006,A-004,,,,,,,,38.1,,,,,,,,,,,,,25.4,,,No,,59.44,,,,,,,,12.0,,,,,1.312,,,,,No,0.183
139,,,,,,,threaded,C-1724,CP-014,,B-001,,,,,,,,,A-001,A-004,,,,,,,,19.05,,,,,,,,,,,,,12.7,,,No,,24.6,,,,,,,,16.0,,,,,0.75,,,,,No,0.045
140,90.0,,,,,,threaded,C-1727,CP-015,,,B-001,,,,,,,,A-004,A-006,,,,,,,,,,,,,20.6,52.3,,,,,,15.88,,,,Yes,,,,,,,,,,,14.0,,,,,0.875,,,,No,0.141
141,,,,,,,threaded,C-1728,CP-014,,B-001,,,,,,,,,A-006,A-004,,,,,,,,38.1,,,,,,,,,,,,,25.4,,,No,,61.2,,,,,,,,12.0,,,,,1.062,,,,,No,0.318
142,,,,,,,threaded,C-1743,CP-014,,B-005,,,,,,,,,A-001,A-004,,,,,,,,22.22,,,,,,,,,,,,,12.7,,,No,,28.6,,,,,,,,14.0,,,,,0.875,,,,,No,0.045
143,,,,,,,threaded,C-1758,CP-014,,B-002,,,,,,,,,A-006,A-004,,,,,,,,33.34,,,,,,,,,,,,,15.88,,,No,,52.5,,,,,,,,14.0,,,,,1.0,,,,,No,0.168
144,,,,,,,threaded,C-1761,CP-014,,B-002,,,,,,,,,A-006,A-004,,,,,,,,19.05,,,,,,,,,,,,,9.52,,,No,,45.9,,,,,,,,16.0,,,,,0.687,,,,,No,0.078
145,,,,,,,threaded,C-1767,CP-014,,,B-002,,,,,,,,A-003,A-001,,,,,,,,31.75,,,,,,,,,,,,27.2,,,,No,,80.0,,,,,,,,,12.0,,,,,1.187,,,,No,0.28
146,,,,,,,threaded,C-1776,CP-014,,B-002,,,,,,,,,A-005,A-003,,,,,,,,41.0,,,,,,,,,,,,,34.0,,,No,,56.0,,,,,,,,12.0,,,,,1.437,,,,,No,0.327
147,,,,,,,threaded,C-1777,CP-014,,,B-002,,,,,,,,A-003,A-001,,,,,,,,38.1,,,,,,,,,,,,34,,,,No,,42.5,,,,,,,,,12.0,,,,,1.437,,,,No,0.2
148,90.0,,,,,,threaded,C-1778,CP-015,,,B-002,,,,,,,,A-004,A-001,,,,,,,,,,,,,33.0,35.0,,,,,,9999,,,,Yes,,,,,,,,,,,12.0,,,,,1.187,,,,Yes,0.37
149,,,,,,,threaded,C-1779,CP-014,,B-002,,,,,,,,,A-005,A-003,,,,,,,,31.75,,,,,,,,,,,,,27.2,,,No,,52.0,,,,,,,,12.0,,,,,1.187,,,,,No,0.38
150,,,,,,,threaded,C-1781,CP-014,,,B-002,,,,,,,,A-003,A-001,,,,,,,,31.75,,,,,,,,,,,,27.2,,,,No,,42.0,,,,,,,,,12.0,,,,,1.187,,,,No,0.17
151,,,,,,,threaded,C-1789,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,22.0,,,,,,,,,,,,,13.72,,,No,,24.0,,,,,,,,16.0,,,,,0.687,,,,,No,0.047
152,90.0,,,,,,threaded,C-1790,CP-015,,,B-002,,,,,,,,A-003,A-001,,,,,,,,,,,,,35.5,38.0,,,,,,34,,,,Yes,,,,,,,,,,,12.0,,,,,1.437,,,,No,0.511
153,,,,,,,threaded,C-1802,CP-014,,,B-001,,,,,,,,A-004,A-001,,,,,,,,34.92,,,,,,,,,,,,22.22,,,,No,,38.1,,,,,,,,,12.0,,,,,1.187,,,,No,0.125
154,90.0,,,,,,threaded,C-1808,CP-015,,,B-002,,,,,,,,A-004,A-005,,,,,,,,,,,,,35.0,34.0,,,,,,25.40,,,,Yes,,,,,,,,,,,12.0,,,,,1.437,,,,Yes,0.348
155,,,,,,,threaded,C-1836,CP-016,,B-001,B-001,,,,,,,,A-001,A-001,A-004,,,,,,,,,,,,36.1,36.1,25.9,,,,,,,15.88,,Yes,,,,,,,,,,16.0,16.0,,,,0.75,0.75,,,,No,0.113
156,,,,,,,threaded,C-1837,CP-016,,B-001,B-001,,,,,,,,A-001,A-001,A-004,,,,,,,,,,,,36.07,36.07,25.91,,,,,,,12.7,,Yes,,,,,,,,,,16.0,16.0,,,,0.75,0.75,,,,No,0.105
157,90.0,,,,,,threaded,C-1840,CP-015,,B-001,,,,,,,,,A-005,A-004,,,,,,,,,,,,,50.8,30.23,,,,,,,25.4,,,Yes,,,,,,,,,,12.0,,,,,1.312,,,,,Yes,0.181
158,,,,,,,threaded,C-1841,CP-014,,B-001,,,,,,,,,A-001,A-004,,,,,,,,34.92,,,,,,,,,,,,,25.4,,,No,,38.1,,,,,,,,12.0,,,,,1.312,,,,,No,0.136
159,,,,,,,threaded,C-1864,CP-014,,B-001,,,,,,,,,A-005,A-004,,,,,,,,31.75,,,,,,,,,,,,,25.4,,,No,,45.0,,,,,,,,12.0,,,,,1.062,,,,,No,0.091
160,,,,,,,threaded,C-1869,CP-014,,B-001,,,,,,,,,A-005,A-004,,,,,,,,22.22,,,,,,,,,,,,,9.52,,,No,,34.0,,,,,,,,16.0,,,,,0.75,,,,,No,0.123
161,,,,,,,threaded,C-1870,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,22.22,,,,,,,,,,,,,9.52,,,No,,24.7,,,,,,,,16.0,,,,,0.812,,,,,No,0.06
162,,,,,,,threaded,C-1873,CP-014,,B-005,,,,,,,,,A-001,A-004,,,,,,,,12.7,,,,,,,,,,,,,12.7,,,No,,22.22,,,,,,,,16.0,,,,,0.75,,,,,No,0.03
163,90.0,,,,,,threaded,C-1877,CP-015,,B-002,,,,,,,,,A-006,A-004,,,,,,,,,,,,,67.2,18.25,,,,,,,22.22,,,Yes,,,,,,,,,,12.0,,,,,1.187,,,,,Yes,0.525
164,,,,,,,threaded,C-1879,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,34.92,,,,,,,,,,,,,22.22,,,No,,33.7,,,,,,,,14.0,,,,,1.0,,,,,No,0.04
165,,,,,,,threaded,C-1885,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,26.99,,,,,,,,,,,,,12.7,,,No,,27.4,,,,,,,,14.0,,,,,1.0,,,,,No,0.045
166,90.0,,,,,,threaded,C-1888,CP-015,,,B-002,,,,,,,,A-004,A-001,,,,,,,,,,,,,37.3,18.26,,,,,,19.05,,,,Yes,,,,,,,,,,,12.0,,,,,1.187,,,,Yes,0.326
167,,,,,,,threaded,C-1889,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,26.99,,,,,,,,,,,,,19.05,,,No,,28.7,,,,,,,,16.0,,,,,0.812,,,,,No,0.075
168,90.0,,,,,,threaded,C-1892,CP-015,,,B-002,,,,,,,,A-004,A-001,,,,,,,,,,,,,16.67,30.8,,,,,,15.88,,,,Yes,,,,,,,,,,,16.0,,,,,0.812,,,,Yes,0.326
169,,,,,,,threaded,C-1902,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,53.98,,,,,,,,,,,,,38.1,,,No,,38.6,,,,,,,,12.0,,,,,1.687,,,,,No,0.185
170,,,,,,,threaded,C-1903,CP-014,,B-002,,,,,,,,,A-001,A-004,,,,,,,,38.1,,,,,,,,,,,,,25.4,,,No,,38.6,,,,,,,,14.0,,,,,1.0,,,,,No,0.235
171,90.0,,,,,,threaded,C-1906,CP-015,,,B-002,,,,,,,,A-004,A-005,,,,,,,,,,,,,35.0,34.0,,,,,,22.22,,,,Yes,,,,,,,,,,,12.0,,,,,1.437,,,,Yes,0.35
172,,,,,,,threaded,C-1907,CP-014,,B-002,,,,,,,,,A-006,A-004,,,,,,,,44.45,,,,,,,,,,,,,25.4,,,No,,63.2,,,,,,,,12.0,,,,,1.437,,,,,No,0.39
173,,,,,,,threaded,C-1908,CP-014,,B-002,,,,,,,,,A-006,A-004,,,,,,,,38.1,,,,,,,,,,,,,22.22,,,No,,60.0,,,,,,,,12.0,,,,,1.187,,,,,No,0.243
174,,,,,,,threaded,C-1909,CP-014,,B-002,,,,,,,,,A-006,A-004,,,,,,,,38.1,,,,,,,,,,,,,25.4,,,No,,60.0,,,,,,,,12.0,,,,,1.187,,,,,No,0.24
175,,,,,,,threaded,C-1910,CP-014,,B-002,,,,,,,,,A-006,A-004,,,,,,,,38.1,,,,,,,,,,,,,19.05,,,No,,58.5,,,,,,,,12.0,,,,,1.187,,,,,No,0.297
176,90.0,,,,,,threaded,C-1911,CP-015,,B-002,,,,,,,,,A-006,A-004,,,,,,,,,,,,,58.6,16.67,,,,,,,15.88,,,Yes,,,,,,,,,,14.0,,,,,1.0,,,,,Yes,0.274
177,,,,,,,threaded,C-1912,CP-016,,B-002,,B-002,,,,,,,A-001,A-004,A-001,,,,,,,,,,,,33.5,22.0,35.8,,,,,,19.05,,,Yes,,,,,,,,,,16.0,,14.0,,,0.812,,1.0,,,Yes,0.135
178,,,,,,,threaded,C-1913,CP-014,,B-002,,,,,,,,,A-006,A-004,,,,,,,,44.45,,,,,,,,,,,,,31.75,,,No,,63.2,,,,,,,,12.0,,,,,1.437,,,,,No,0.405
179,,,,,,,threaded,C-1936,CP-014,,B-005,,,,,,,,,A-007,A-004,,,,,,,,,,,,,,,,,,,,,15.88,,,No,,35.05,,,,,,,,16.0,,,,,0.75,,,,,No,0.158
180,,,,,,,threaded,C-1976,CP-014,,B-001,,,,,,,,,A-005,A-004,,,,,,,,50.8,,,,,,,,,,,,,31.75,,,No,,54.0,,,,,,,,12.0,,,,,1.625,,,,,No,0.168
181,90.0,,,,,,threaded,C-1994,CP-015,,,B-002,,,,,,,,A-004,A-001,,,,,,,,,,,,,43.7,33.3,,,,,,15.88,,,,Yes,,,,,,,,,,,14.0,,,,,1.0,,,,No,0.125
182,90.0,,,,,,threaded,C-1995,CP-015,,,B-002,,,,,,,,A-004,A-001,,,,,,,,,,,,,41.7,41.2,,,,,,25.40,,,,Yes,,,,,,,,,,,12.0,,,,,1.187,,,,Yes,0.478
183,90.0,,,,,,threaded,C-1998,CP-015,,,B-002,,,,,,,,A-004,A-005,,,,,,,,,,,,,31.0,31.5,,,,,,19.05,,,,Yes,,,,,,,,,,,12.0,,,,,1.187,,,,Yes,0.09
184,90.0,,,,,,threaded,C-2001,CP-015,,B-002,,,,,,,,,A-006,A-004,,,,,,,,,,,,,71.1,41.6,,,,,,,25.4,,,Yes,,,,,,,,,,12.0,,,,,1.437,,,,,Yes,0.855
185,90.0,,,,,,threaded,C-2002,CP-015,,,B-002,,,,,,,,A-004,A-005,,,,,,,,,,,,,41.6,53.3,,,,,,25.40,,,,Yes,,,,,,,,,,,12.0,,,,,1.437,,,,Yes,0.35
186,90.0,,,,,,threaded,C-2003,CP-015,,B-002,,,,,,,,,A-006,A-004,,,,,,,,,,,,,67.2,38.9,,,,,,,22.22,,,Yes,,,,,,,,,,12.0,,,,,1.187,,,,,Yes,0.525
187,90.0,,,,,,threaded,C-2004,CP-015,,B-002,,,,,,,,,A-001,A-004,,,,,,,,,,,,,28.0,28.0,,,,,,,12.7,,,Yes,,,,,,,,,,16.0,,,,,0.812,,,,,Yes,0.125
188,90.0,,,,,,threaded,C-2005,CP-015,,B-002,,,,,,,,,A-001,A-004,,,,,,,,,,,,,37.3,37.3,,,,,,,19.05,,,Yes,,,,,,,,,,12.0,,,,,1.187,,,,,Yes,0.326
189,90.0,,,,,,threaded,C-2006,CP-015,,,B-002,,,,,,,,A-004,A-005,,,,,,,,,,,,,41.6,53.4,,,,,,22.22,,,,Yes,,,,,,,,,,,12.0,,,,,1.437,,,,Yes,0.35
190,90.0,,,,,,threaded,C-2007,CP-015,,B-002,,,,,,,,,A-006,A-004,,,,,,,,,,,,,63.1,33.3,,,,,,,15.88,,,Yes,,,,,,,,,,14.0,,,,,1.0,,,,,Yes,0.274
191,90.0,,,,,,threaded,C-2008,CP-015,,B-002,,,,,,,,,A-005,A-004,,,,,,,,,,,,,41.0,33.3,,,,,,See Drawing,15.88,,,Yes,,,,,,,,,,14.0,,,,,1.0,,,,,Yes,0.125
192,90.0,,,,,,threaded,C-2032,CP-015,,,B-002,,,,,,,,A-004,A-001,,,,,,,,,,,,,41.7,41.7,,,,,,25.40,,,,Yes,,,,,,,,,,,12.0,,,,,1.437,,,,Yes,0.495
193,90.0,,,,,,threaded,C-2033,CP-015,,B-002,,,,,,,,,A-006,A-004,,,,,,,,,,,,,67.2,38.9,,,,,,,25.4,,,Yes,,,,,,,,,,12.0,,,,,1.187,,,,,Yes,0.475
194,,,,,,,sleeve,C-0001,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,12.0,1.062,17.3,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.013
195,,,,,,,sleeve,C-0002,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,20.0,0.5,11.2,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.005
196,,,,,,,sleeve,C-0003,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,12.0,1.187,19.3,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.014
197,,,,,,,sleeve,C-0048,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,18.0,0.562,9.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.006
198,,,,,,,sleeve,C-0049,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.812,9.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.012
199,,,,,,,sleeve,C-0050,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,14.0,1.0,10.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.015
200,,,,,,,sleeve,C-0051,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.187,14.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.033
201,,,,,,,sleeve,C-0052,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.437,15.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.041
202,,,,,,,sleeve,C-0053,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,2.0,15.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.079
203,,,,,,,sleeve,C-0058,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.687,8.6,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.006
204,,,,,,,sleeve,C-0059,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,14.0,1.0,10.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.015
205,,,,,,,sleeve,C-0060,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,2.0,12.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.042
206,,,,,,,sleeve,C-0096,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.687,8.5,,,,,,,,,,,,No,,,,Yes,,,,,,,,,,,,,,,,No,0.006
207,,,,,,,sleeve,C-0101,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.812,10.5,,,,,,,,,,,,No,,,,Yes,,,,,,,,,,,,,,,,No,0.01
208,,,,,,,sleeve,C-0186,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.437,15.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.024
209,,,,,,,sleeve,C-0226,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,18.0,0.562,12.7,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.06
210,,,,,,,sleeve,C-0228,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,14.0,0.875,16.8,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.06
211,,,,,,,sleeve,C-0309,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,14.0,0.875,16.8,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.001
212,,,,,,,sleeve,C-0391,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.812,10.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.009
213,,,,,,,sleeve,C-0445,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,12.0,1.312,19.8,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.02
214,,,,,,,sleeve,C-0449,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,16.0,0.75,14.2,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.006
215,,,,,,,sleeve,C-0830,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,12.0,1.625,23.1,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.027
216,,,,,,,sleeve,C-1035,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.812,12.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.017
217,,,,,,,sleeve,C-1074,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,20.0,0.5,13.08,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.006
218,,,,,,,sleeve,C-1244,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,18.0,0.562,12.7,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.005
219,,,,,,,sleeve,C-1332,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.687,16.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.012
220,,,,,,,sleeve,C-1420,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,14.0,0.875,16.8,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.009
221,,,,,,,sleeve,C-1443,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,12.0,1.875,28.4,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.09
222,,,,,,,sleeve,C-1627,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,18.0,0.562,9999.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.005
223,,,,,,,sleeve,C-1628,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.687,9999.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.006
224,,,,,,,sleeve,C-1629,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.812,9999.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.012
225,,,,,,,sleeve,C-1630,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,14.0,1.0,9999.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.018
226,,,,,,,sleeve,C-1631,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.187,9999.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.026
227,,,,,,,sleeve,C-1632,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.437,9999.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.033
228,,,,,,,sleeve,C-1633,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.687,9999.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.04
229,,,,,,,sleeve,C-1635,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.437,17.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.025
230,,,,,,,sleeve,C-1652,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.437,17.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.045
231,,,,,,,sleeve,C-1653,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.437,15.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.03
232,,,,,,,sleeve,C-1654,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.187,14.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.029
233,,,,,,,sleeve,C-1655,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.187,14.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.025
234,,,,,,,sleeve,C-1656,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.187,14.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.023
235,,,,,,,sleeve,C-1657,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.187,14.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.02
236,,,,,,,sleeve,C-1658,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,14.0,1.0,13.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.021
237,,,,,,,sleeve,C-1659,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,14.0,1.0,13.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.019
238,,,,,,,sleeve,C-1660,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.812,12.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.012
239,,,,,,,sleeve,C-1661,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,16.0,0.687,10.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.005
240,,,,,,,sleeve,C-1703,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,1.437,20.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.059
241,,,,,,,sleeve,C-1846,CP-024,B-001,,,,,,,,,,,,,,,,,,,,,20.0,0.437,10.4,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,No,0.002
242,,,,,,,sleeve,C-1866,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,12.0,2.0,9999.0,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.035
243,,,,,,,sleeve,C-2035,CP-024,B-002,,,,,,,,,,,,,,,,,,,,,18.0,0.562,9.5,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,Yes,0.001
244,,,,,,,adaptor,C-0005,CP-028,,B-001,B-004,,,,,,,,A-001,A-001,,,,,,,,34.93,,,,,,,,,,,,,,,,No,,58.4,,,,,,,,12.0,11.5,,,,1.312,1.0,,,,No,0.206
